@relation soccer_combined

@attribute x0 numeric
@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute class {home,draw,away}

@data
2.2,3.0,3.6,125.0,70.0,40.0,65.0,30.0,55.0,147.0,51.0,51.0,56.0,47.0,49.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.83,3.4,4.5,141.0,48.0,49.0,48.0,44.0,48.0,160.0,46.0,62.0,60.0,49.0,49.0,2.6,2.2,0.4,0.6,3.4,2.0,1.4,1.0,away
2.0,3.1,4.2,151.0,47.0,48.0,64.0,43.0,60.0,149.0,45.0,51.0,50.0,34.0,64.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
1.33,5.0,10.0,155.0,55.0,60.0,80.0,35.0,60.0,147.0,40.0,49.0,53.0,39.0,59.0,4.0,0.0,4.0,1.0,0.0,4.0,-4.0,0.0,home
1.91,3.4,4.0,160.0,54.0,60.0,48.0,46.0,54.0,160.0,42.0,52.0,56.0,50.0,58.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
2.5,3.25,2.88,175.0,37.0,68.0,29.0,30.0,77.0,169.0,50.0,59.0,42.0,50.0,60.0,4.0,1.0,3.0,1.0,1.0,4.0,-3.0,0.0,home
1.29,5.5,11.0,141.0,49.0,46.0,37.0,49.0,46.0,160.0,45.0,60.0,60.0,45.0,55.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.25,5.5,12.0,163.0,60.0,61.0,63.0,52.0,50.0,149.0,49.0,38.0,53.0,40.0,71.0,4.0,3.0,1.0,1.0,3.0,4.0,-1.0,0.0,home
1.53,3.75,7.0,185.0,55.0,65.0,80.0,55.0,65.0,155.0,45.0,35.0,65.0,55.0,65.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.38,3.25,3.0,165.0,46.0,58.0,44.0,47.0,60.0,200.0,70.0,70.0,70.0,60.0,70.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.2,3.2,3.4,174.0,41.0,53.0,53.0,59.0,62.0,136.0,52.0,55.0,54.0,47.0,34.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.1,3.1,3.75,129.0,30.0,30.0,70.0,35.0,64.0,180.0,57.0,68.0,53.0,44.0,68.0,0.0,0.4,-0.4,0.3,0.8,0.4,0.4,0.7,draw
1.8,3.5,4.5,136.0,53.0,57.0,40.0,37.0,42.0,125.0,55.0,40.0,50.0,35.0,50.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.22,6.0,12.0,110.0,30.0,50.0,70.0,30.0,30.0,170.0,58.0,53.0,71.0,60.0,57.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
1.53,3.6,6.0,142.0,56.0,62.0,39.0,25.0,55.0,105.0,30.0,45.0,70.0,30.0,30.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.44,4.2,7.5,132.0,51.0,42.0,41.0,51.0,39.0,146.0,42.0,47.0,40.0,48.0,51.0,2.2,1.8,0.4,0.7,1.2,1.6,-0.4,0.3,home
2.38,3.3,3.0,164.0,47.0,52.0,34.0,46.0,66.0,143.0,44.0,52.0,48.0,43.0,48.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
1.8,3.5,4.5,195.0,50.0,60.0,70.0,65.0,70.0,167.0,45.0,63.0,64.0,39.0,65.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
2.2,3.0,3.6,142.0,55.0,49.0,52.0,47.0,46.0,147.0,51.0,51.0,56.0,47.0,49.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.62,3.5,5.0,128.0,53.0,28.0,34.0,50.0,50.0,150.0,48.0,48.0,48.0,42.0,60.0,2.0,0.4,1.6,0.9,0.2,1.6,-1.4,0.2,home
1.83,3.5,4.5,157.0,54.0,47.0,39.0,56.0,54.0,131.0,38.0,45.0,54.0,38.0,48.0,1.0,2.0,-1.0,0.0,0.0,3.0,-3.0,0.0,home
1.2,6.5,15.0,155.0,50.0,45.0,65.0,40.0,70.0,145.0,31.0,57.0,57.0,33.0,55.0,4.0,0.0,4.0,1.0,0.0,4.0,-4.0,0.0,home
1.73,3.4,4.5,171.0,45.0,67.0,55.0,37.0,67.0,160.0,45.0,65.0,50.0,45.0,50.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.25,3.25,2.88,155.0,70.0,40.0,55.0,70.0,45.0,150.0,48.0,48.0,48.0,42.0,60.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.4,3.3,2.9,190.0,42.0,68.0,70.0,64.0,58.0,210.0,45.0,70.0,70.0,70.0,70.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
2.2,3.0,3.6,143.0,57.0,51.0,61.0,43.0,49.0,137.0,45.0,52.0,36.0,36.0,49.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
3.0,3.25,2.2,125.0,45.0,37.0,30.0,46.0,42.0,180.0,50.0,70.0,65.0,60.0,50.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.05,3.4,3.6,184.0,30.0,55.0,70.0,65.0,64.0,167.0,42.0,61.0,49.0,49.0,57.0,4.0,4.0,0.0,0.5,4.0,4.0,0.0,0.5,draw
2.38,2.88,3.4,165.0,55.0,65.0,50.0,35.0,65.0,155.0,56.0,63.0,49.0,58.0,34.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
1.3,4.75,12.0,155.0,45.0,65.0,50.0,45.0,45.0,130.0,50.0,35.0,50.0,30.0,65.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
1.57,3.75,6.0,143.0,50.0,45.0,46.0,50.0,48.0,143.0,70.0,30.0,45.0,68.0,45.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
2.0,3.3,3.8,139.0,40.0,52.0,40.0,37.0,50.0,129.0,40.0,39.0,57.0,47.0,43.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.1,3.4,3.4,141.0,37.0,59.0,42.0,39.0,43.0,149.0,48.0,48.0,46.0,43.0,58.0,0.0,3.0,-3.0,0.0,3.0,0.0,3.0,1.0,away
5.75,3.4,1.67,130.0,45.0,40.0,35.0,45.0,45.0,145.0,55.0,65.0,65.0,35.0,45.0,1.0,1.0,0.0,0.5,2.0,1.0,1.0,1.0,away
1.4,4.5,8.0,165.0,44.0,65.0,44.0,46.0,54.0,131.0,43.0,55.0,60.0,33.0,43.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
2.2,3.0,3.6,145.0,45.0,65.0,50.0,35.0,45.0,135.0,51.0,49.0,33.0,50.0,36.0,3.2,0.6,2.6,1.0,0.6,1.4,-0.8,0.3,home
6.5,3.75,1.57,160.0,70.0,70.0,45.0,35.0,55.0,135.0,54.0,41.0,39.0,64.0,30.0,1.0,3.0,-2.0,0.0,3.0,1.0,2.0,1.0,away
2.2,3.3,3.25,176.0,46.0,71.0,56.0,52.0,53.0,158.0,60.0,55.0,52.0,48.0,55.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.73,3.5,5.0,115.0,52.0,34.0,72.0,39.0,42.0,199.0,50.0,71.0,78.0,60.0,68.0,2.0,5.0,-3.0,0.0,5.0,2.0,3.0,1.0,away
2.0,3.3,3.8,176.0,54.0,55.0,62.0,51.0,70.0,131.0,48.0,38.0,53.0,48.0,45.0,2.0,4.0,-2.0,0.0,4.0,2.0,2.0,1.0,away
2.4,3.0,3.2,138.0,66.0,38.0,51.0,36.0,64.0,135.0,51.0,49.0,29.0,50.0,36.0,4.0,2.0,2.0,1.0,2.0,4.0,-2.0,0.0,home
4.33,3.6,1.8,147.0,40.0,68.0,72.0,42.0,37.0,190.0,40.0,70.0,70.0,65.0,55.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
1.5,4.0,7.0,151.0,54.0,41.0,63.0,63.0,47.0,165.0,70.0,70.0,55.0,35.0,60.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
2.1,3.4,3.4,164.0,44.0,62.0,54.0,47.0,55.0,95.0,30.0,35.0,60.0,30.0,30.0,0.0,3.0,-3.0,0.0,3.0,0.0,3.0,1.0,away
3.0,3.4,2.3,135.0,55.0,50.0,55.0,30.0,55.0,118.0,51.0,43.0,58.0,51.0,24.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
2.5,3.25,2.8,178.0,58.0,69.0,50.0,64.0,45.0,151.0,39.0,38.0,57.0,59.0,54.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.53,3.75,7.0,144.0,47.0,49.0,67.0,46.0,49.0,144.0,42.0,63.0,49.0,47.0,34.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
1.44,4.2,7.5,148.0,41.0,62.0,47.0,44.0,42.0,175.0,53.0,66.0,30.0,33.0,76.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.35,2.9,3.4,171.0,57.0,67.0,52.0,37.0,67.0,156.0,53.0,38.0,51.0,54.0,64.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
3.8,3.4,1.95,153.0,65.0,47.0,52.0,60.0,46.0,93.0,30.0,33.0,70.0,30.0,30.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.91,3.4,4.0,164.0,52.0,58.0,65.0,47.0,59.0,210.0,60.0,70.0,70.0,70.0,70.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
1.44,4.2,7.5,158.0,44.0,58.0,48.0,41.0,59.0,125.0,53.0,51.0,37.0,34.0,40.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
8.5,5.0,1.33,151.0,58.0,53.0,53.0,60.0,38.0,131.0,48.0,38.0,60.0,48.0,45.0,1.0,1.2,-0.2,0.4,1.8,0.4,1.4,0.6,home
1.62,3.5,6.25,135.0,51.0,49.0,29.0,50.0,36.0,110.0,70.0,35.0,65.0,30.0,45.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.57,3.8,6.0,167.0,58.0,62.0,52.0,45.0,60.0,123.0,48.0,38.0,40.0,37.0,48.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
2.3,3.25,3.2,139.0,28.0,58.0,54.0,29.0,52.0,137.0,34.0,44.0,55.0,30.0,63.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
1.29,5.0,12.0,133.0,65.0,36.0,56.0,61.0,36.0,173.0,37.0,73.0,39.0,47.0,53.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.2,3.1,3.6,175.0,62.0,55.0,45.0,60.0,60.0,141.0,49.0,46.0,37.0,49.0,46.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.0,3.4,3.75,151.0,39.0,38.0,57.0,59.0,54.0,180.0,65.0,45.0,70.0,70.0,65.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
1.33,4.5,11.0,144.0,47.0,49.0,67.0,46.0,49.0,137.0,45.0,52.0,36.0,36.0,49.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
2.1,3.1,3.4,130.0,40.0,53.0,58.0,37.0,40.0,125.0,60.0,55.0,60.0,40.0,30.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
1.62,3.6,6.0,174.0,41.0,53.0,53.0,59.0,62.0,205.0,70.0,65.0,70.0,70.0,70.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
1.22,5.75,13.0,127.0,63.0,37.0,54.0,66.0,24.0,140.0,53.0,57.0,40.0,37.0,46.0,3.4,0.0,3.4,1.0,0.0,3.4,-3.4,0.0,home
8.5,4.5,1.4,165.0,57.0,52.0,57.0,62.0,51.0,175.0,62.0,55.0,45.0,60.0,60.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
3.0,3.4,2.3,149.0,49.0,38.0,53.0,40.0,71.0,131.0,48.0,36.0,55.0,47.0,48.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
2.75,3.0,2.75,144.0,45.0,50.0,60.0,45.0,49.0,150.0,55.0,65.0,50.0,35.0,50.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
3.2,3.3,2.1,131.0,48.0,48.0,42.0,43.0,40.0,152.0,50.0,55.0,55.0,43.0,54.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.73,3.4,4.5,134.0,45.0,55.0,50.0,49.0,30.0,135.0,50.0,60.0,54.0,39.0,36.0,1.8,0.2,1.6,0.9,2.6,1.8,0.8,0.9,draw
2.88,3.3,2.4,125.0,53.0,51.0,37.0,34.0,40.0,188.0,47.0,65.0,51.0,58.0,65.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
2.4,3.3,2.88,154.0,41.0,50.0,55.0,43.0,61.0,165.0,46.0,58.0,44.0,47.0,60.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.73,3.6,5.0,134.0,58.0,39.0,63.0,52.0,43.0,157.0,54.0,47.0,39.0,56.0,54.0,0.0,2.0,-2.0,0.0,1.0,2.0,-1.0,0.0,draw
1.62,3.6,6.0,175.0,60.0,65.0,70.0,45.0,65.0,160.0,55.0,57.0,57.0,43.0,60.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
5.75,4.0,1.57,192.0,57.0,67.0,67.0,57.0,68.0,176.0,54.0,55.0,62.0,51.0,70.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.5,3.2,2.62,172.0,45.0,67.0,56.0,47.0,58.0,172.0,50.0,48.0,47.0,60.0,64.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.4,4.5,8.0,165.0,44.0,65.0,44.0,46.0,54.0,154.0,62.0,48.0,59.0,60.0,46.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
2.3,3.1,3.25,195.0,70.0,70.0,70.0,55.0,70.0,185.0,55.0,65.0,80.0,55.0,65.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
6.0,3.75,1.62,110.0,45.0,30.0,45.0,45.0,35.0,135.0,54.0,41.0,39.0,64.0,30.0,0.0,1.2,-1.2,0.0,2.8,0.8,2.0,1.0,away
2.75,3.3,2.5,170.0,40.0,50.0,65.0,55.0,65.0,160.0,54.0,60.0,48.0,46.0,54.0,1.0,3.0,-2.0,0.0,3.0,1.0,2.0,1.0,away
2.62,3.25,2.62,205.0,70.0,65.0,70.0,70.0,70.0,136.0,52.0,55.0,54.0,47.0,34.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.75,3.25,5.25,124.0,34.0,37.0,37.0,35.0,52.0,185.0,65.0,50.0,40.0,70.0,65.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.29,4.75,9.0,172.0,50.0,60.0,47.0,60.0,52.0,160.0,60.0,50.0,50.0,60.0,50.0,4.0,0.0,4.0,1.0,0.0,4.0,-4.0,0.0,home
2.4,3.4,2.7,149.0,47.0,56.0,42.0,49.0,44.0,135.0,43.0,48.0,50.0,43.0,44.0,3.0,1.0,2.0,1.0,1.0,3.0,-2.0,0.0,home
1.62,3.4,5.0,97.0,30.0,35.0,60.0,30.0,32.0,145.0,66.0,40.0,45.0,36.0,69.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.67,3.5,4.5,131.0,68.0,44.0,37.0,62.0,25.0,141.0,48.0,52.0,55.0,40.0,49.0,1.0,1.0,0.0,0.5,1.2,0.8,0.4,0.6,draw
2.1,3.3,3.5,135.0,40.0,52.0,40.0,37.0,46.0,151.0,39.0,38.0,57.0,59.0,54.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.5,3.0,3.0,143.0,45.0,48.0,53.0,47.0,48.0,160.0,70.0,40.0,55.0,70.0,50.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.57,3.6,7.0,184.0,44.0,64.0,48.0,54.0,66.0,166.0,37.0,59.0,38.0,32.0,75.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.73,3.3,5.5,138.0,66.0,38.0,51.0,36.0,64.0,160.0,45.0,50.0,50.0,45.0,65.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.95,3.3,3.5,163.0,52.0,51.0,50.0,45.0,67.0,125.0,45.0,37.0,30.0,46.0,42.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
1.62,3.75,5.75,160.0,48.0,54.0,48.0,52.0,54.0,205.0,70.0,70.0,55.0,70.0,65.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
9.0,4.75,1.36,105.0,65.0,30.0,35.0,25.0,50.0,147.0,41.0,41.0,44.0,39.0,67.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
1.5,3.75,6.5,161.0,47.0,57.0,54.0,49.0,55.0,170.0,50.0,55.0,44.0,57.0,58.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
1.53,3.75,7.0,144.0,47.0,49.0,67.0,46.0,49.0,170.0,55.0,50.0,50.0,55.0,65.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
2.5,2.88,3.2,164.0,59.0,52.0,52.0,46.0,66.0,138.0,66.0,38.0,51.0,36.0,64.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
3.75,3.3,2.0,177.0,58.0,72.0,50.0,64.0,41.0,121.0,45.0,37.0,58.0,49.0,35.0,0.0,1.8,-1.8,0.0,1.8,0.0,1.8,1.0,away
1.65,3.4,5.0,150.0,43.0,53.0,47.0,45.0,52.0,170.0,39.0,54.0,56.0,61.0,55.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
2.0,3.1,4.2,151.0,47.0,48.0,64.0,43.0,60.0,95.0,55.0,35.0,35.0,30.0,30.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
2.2,3.1,3.6,147.0,41.0,41.0,68.0,39.0,67.0,141.0,53.0,49.0,40.0,54.0,38.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.73,3.5,5.0,154.0,53.0,37.0,22.0,72.0,45.0,193.0,48.0,65.0,64.0,64.0,64.0,2.0,5.0,-3.0,0.0,5.0,2.0,3.0,1.0,away
1.62,3.6,6.0,135.0,40.0,50.0,50.0,45.0,40.0,159.0,60.0,68.0,44.0,36.0,55.0,0.8,1.6,-0.8,0.4,1.2,0.4,0.8,0.6,away
1.75,3.25,5.25,124.0,34.0,37.0,37.0,35.0,52.0,143.0,45.0,48.0,53.0,47.0,48.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.83,3.1,5.0,176.0,47.0,66.0,49.0,46.0,64.0,105.0,65.0,30.0,55.0,40.0,35.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.35,3.4,2.88,121.0,50.0,38.0,40.0,35.0,48.0,115.0,52.0,36.0,64.0,47.0,32.0,1.0,1.0,0.0,0.5,2.0,1.0,1.0,1.0,away
1.73,3.6,4.75,117.0,50.0,37.0,51.0,40.0,40.0,206.0,71.0,70.0,49.0,65.0,71.0,1.8,3.6,-1.8,0.2,1.8,1.8,0.0,0.5,draw
1.62,3.6,6.0,174.0,41.0,53.0,53.0,59.0,62.0,155.0,60.0,68.0,44.0,36.0,51.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
1.83,3.2,5.0,180.0,43.0,63.0,49.0,54.0,63.0,142.0,55.0,49.0,52.0,47.0,46.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.73,3.5,5.0,151.0,44.0,57.0,61.0,38.0,56.0,205.0,70.0,65.0,70.0,70.0,70.0,0.0,3.0,-3.0,0.0,3.0,0.0,3.0,1.0,away
1.62,3.4,6.5,168.0,53.0,62.0,68.0,57.0,49.0,151.0,47.0,48.0,64.0,43.0,60.0,3.0,2.0,1.0,1.0,2.0,3.0,-1.0,0.0,home
3.1,3.4,2.25,131.0,45.0,52.0,62.0,42.0,37.0,131.0,68.0,44.0,37.0,62.0,25.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
2.1,3.25,3.6,130.0,40.0,53.0,58.0,37.0,40.0,149.0,37.0,54.0,52.0,37.0,58.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.6,3.1,2.55,150.0,48.0,48.0,48.0,42.0,60.0,180.0,50.0,70.0,65.0,60.0,50.0,3.0,2.0,1.0,1.0,2.0,3.0,-1.0,0.0,home
7.0,4.0,1.5,148.0,46.0,54.0,57.0,50.0,44.0,133.0,65.0,36.0,56.0,61.0,36.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
5.5,3.6,1.67,165.0,70.0,70.0,55.0,35.0,60.0,156.0,48.0,34.0,61.0,51.0,71.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.83,3.5,4.5,180.0,70.0,70.0,55.0,40.0,70.0,139.0,28.0,58.0,54.0,29.0,52.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.1,3.1,3.75,180.0,46.0,69.0,52.0,40.0,71.0,150.0,70.0,30.0,70.0,50.0,70.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
1.73,3.3,5.5,130.0,35.0,55.0,70.0,30.0,45.0,195.0,66.0,68.0,72.0,59.0,68.0,4.0,1.0,3.0,1.0,1.0,4.0,-3.0,0.0,home
1.73,3.6,4.75,187.0,47.0,68.0,58.0,63.0,56.0,192.0,67.0,60.0,64.0,59.0,73.0,3.0,3.0,0.0,0.5,3.0,3.0,0.0,0.5,draw
1.53,3.75,7.0,150.0,65.0,65.0,80.0,35.0,50.0,185.0,55.0,65.0,50.0,45.0,75.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.57,3.8,6.0,132.0,51.0,42.0,41.0,51.0,39.0,167.0,45.0,63.0,64.0,39.0,65.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
3.75,3.25,2.1,160.0,70.0,60.0,45.0,40.0,60.0,158.0,48.0,48.0,53.0,50.0,60.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
2.38,3.3,2.75,164.0,47.0,52.0,42.0,59.0,53.0,190.0,50.0,70.0,60.0,70.0,50.0,0.0,3.0,-3.0,0.0,3.0,0.0,3.0,1.0,away
3.2,3.3,2.1,164.0,44.0,65.0,46.0,46.0,53.0,138.0,65.0,39.0,46.0,68.0,31.0,5.0,2.0,3.0,1.0,2.0,5.0,-3.0,0.0,home
1.4,4.33,6.5,100.0,30.0,40.0,65.0,30.0,30.0,158.0,62.0,48.0,59.0,60.0,50.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
1.4,4.33,8.5,132.0,51.0,42.0,41.0,51.0,39.0,145.0,60.0,55.0,50.0,40.0,50.0,1.0,0.4,0.6,0.8,0.8,1.4,-0.6,0.2,home
2.05,3.1,4.0,145.0,45.0,50.0,50.0,45.0,50.0,162.0,51.0,52.0,49.0,47.0,63.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
2.25,3.25,3.2,140.0,52.0,55.0,54.0,47.0,38.0,136.0,50.0,38.0,55.0,45.0,53.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.4,3.25,3.0,160.0,70.0,70.0,45.0,35.0,55.0,157.0,50.0,63.0,40.0,50.0,44.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
1.4,4.33,6.5,113.0,44.0,44.0,41.0,34.0,35.0,158.0,62.0,48.0,59.0,60.0,50.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
2.0,3.3,3.8,195.0,70.0,65.0,70.0,60.0,70.0,131.0,48.0,38.0,53.0,48.0,45.0,2.0,4.0,-2.0,0.0,4.0,2.0,2.0,1.0,away
1.67,3.4,6.0,180.0,70.0,70.0,55.0,40.0,70.0,105.0,65.0,30.0,35.0,25.0,50.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
3.75,3.25,2.1,160.0,70.0,60.0,45.0,40.0,60.0,155.0,55.0,40.0,60.0,55.0,60.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
3.4,3.0,2.3,185.0,30.0,60.0,70.0,55.0,70.0,158.0,57.0,68.0,66.0,23.0,67.0,0.0,4.0,-4.0,0.0,4.0,0.0,4.0,1.0,away
2.1,3.1,3.75,165.0,50.0,50.0,70.0,55.0,60.0,180.0,57.0,68.0,53.0,44.0,68.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.33,4.5,11.0,160.0,45.0,50.0,80.0,45.0,65.0,137.0,45.0,52.0,36.0,36.0,49.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
2.6,3.2,2.8,205.0,70.0,70.0,55.0,70.0,65.0,139.0,28.0,58.0,54.0,29.0,52.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.8,3.5,4.5,154.0,41.0,50.0,55.0,43.0,61.0,164.0,47.0,52.0,34.0,46.0,66.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.91,3.4,4.2,175.0,37.0,68.0,29.0,30.0,77.0,137.0,52.0,43.0,34.0,56.0,38.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.8,3.5,4.75,160.0,45.0,60.0,60.0,45.0,55.0,168.0,48.0,72.0,38.0,39.0,57.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.83,3.5,4.5,150.0,48.0,45.0,54.0,48.0,57.0,143.0,37.0,51.0,49.0,44.0,48.0,3.0,1.0,2.0,1.0,1.0,3.0,-2.0,0.0,home
2.2,3.0,3.6,147.0,48.0,57.0,55.0,38.0,52.0,115.0,70.0,45.0,70.0,30.0,40.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
2.25,3.25,3.2,210.0,45.0,70.0,70.0,70.0,70.0,190.0,45.0,55.0,70.0,70.0,65.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.5,4.0,7.0,175.0,62.0,55.0,45.0,60.0,60.0,145.0,45.0,45.0,50.0,35.0,65.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
1.62,3.6,6.0,152.0,49.0,53.0,38.0,38.0,61.0,139.0,40.0,52.0,40.0,37.0,50.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
2.5,3.3,2.75,165.0,43.0,56.0,66.0,50.0,59.0,164.0,52.0,58.0,65.0,47.0,59.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
