@relation soccer_combined

@attribute x0 numeric
@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute class {home,draw,away}

@data
1.83,3.5,4.5,150.0,48.0,45.0,54.0,48.0,57.0,205.0,70.0,70.0,55.0,70.0,65.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
1.33,4.5,11.0,200.0,60.0,70.0,70.0,70.0,60.0,137.0,45.0,52.0,36.0,36.0,49.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
4.33,3.25,1.8,144.0,49.0,52.0,60.0,45.0,47.0,152.0,50.0,55.0,55.0,43.0,54.0,1.0,5.0,-4.0,0.0,5.0,1.0,4.0,1.0,away
1.91,3.0,4.75,123.0,47.0,49.0,34.0,26.0,48.0,166.0,30.0,35.0,50.0,65.0,66.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.22,5.75,13.0,133.0,63.0,37.0,35.0,61.0,35.0,136.0,53.0,57.0,40.0,37.0,42.0,5.0,0.0,5.0,1.0,0.0,5.0,-5.0,0.0,home
2.0,3.0,4.33,130.0,55.0,50.0,35.0,35.0,45.0,201.0,65.0,69.0,69.0,65.0,67.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
3.5,3.1,2.2,123.0,54.0,32.0,52.0,28.0,63.0,178.0,53.0,68.0,69.0,59.0,51.0,3.0,1.0,2.0,1.0,1.0,3.0,-2.0,0.0,home
2.8,3.3,2.5,175.0,50.0,60.0,60.0,45.0,70.0,192.0,44.0,68.0,53.0,57.0,67.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
1.5,4.0,7.0,170.0,50.0,50.0,50.0,50.0,70.0,158.0,53.0,44.0,59.0,47.0,67.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
1.3,5.0,11.0,155.0,60.0,50.0,65.0,50.0,55.0,153.0,47.0,66.0,49.0,23.0,64.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.4,3.3,2.88,138.0,46.0,56.0,61.0,47.0,35.0,143.0,40.0,46.0,44.0,42.0,55.0,0.2,1.0,-0.8,0.1,2.6,1.8,0.8,0.9,draw
2.4,3.3,2.88,154.0,41.0,50.0,55.0,43.0,61.0,121.0,43.0,37.0,51.0,48.0,36.0,3.0,1.0,2.0,1.0,1.0,3.0,-2.0,0.0,home
1.85,3.4,4.33,148.0,59.0,66.0,53.0,48.0,34.0,145.0,58.0,47.0,32.0,44.0,54.0,1.2,2.0,-0.8,0.4,1.4,3.0,-1.6,0.0,home
1.91,3.3,4.2,142.0,45.0,58.0,52.0,49.0,35.0,141.0,52.0,44.0,62.0,43.0,54.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.05,3.3,3.6,215.0,50.0,72.0,68.0,68.0,75.0,112.0,50.0,38.0,49.0,43.0,31.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.91,3.2,4.33,137.0,45.0,52.0,36.0,36.0,49.0,149.0,45.0,51.0,50.0,34.0,64.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.33,5.0,9.0,152.0,46.0,52.0,51.0,46.0,54.0,147.0,47.0,52.0,52.0,47.0,48.0,4.0,2.0,2.0,1.0,2.0,4.0,-2.0,0.0,home
1.7,3.3,5.0,162.0,61.0,60.0,52.0,50.0,52.0,121.0,39.0,32.0,42.0,43.0,46.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
2.38,3.2,2.8,91.0,30.0,31.0,59.0,30.0,30.0,138.0,44.0,49.0,38.0,47.0,42.0,1.2,0.8,0.4,0.6,1.6,2.0,-0.4,0.4,home
2.05,3.4,3.6,148.0,41.0,62.0,47.0,44.0,42.0,210.0,60.0,70.0,70.0,70.0,70.0,3.0,2.0,1.0,1.0,2.0,3.0,-1.0,0.0,home
1.62,3.75,5.5,121.0,45.0,37.0,58.0,49.0,35.0,140.0,52.0,55.0,54.0,47.0,38.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.5,3.25,2.88,137.0,34.0,44.0,55.0,30.0,63.0,154.0,50.0,55.0,40.0,42.0,57.0,4.0,1.0,3.0,1.0,1.0,4.0,-3.0,0.0,home
2.1,3.1,3.75,147.0,51.0,51.0,56.0,47.0,49.0,145.0,45.0,50.0,50.0,45.0,50.0,0.0,2.0,-2.0,0.0,1.0,0.0,1.0,1.0,draw
1.62,3.4,6.5,180.0,45.0,66.0,50.0,44.0,70.0,140.0,45.0,50.0,55.0,40.0,50.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
5.75,3.75,1.53,105.0,30.0,45.0,60.0,30.0,30.0,166.0,60.0,56.0,68.0,58.0,52.0,0.0,0.6,-0.6,0.2,0.6,0.6,0.0,0.5,draw
2.05,3.3,3.6,194.0,70.0,70.0,66.0,54.0,70.0,143.0,50.0,45.0,46.0,50.0,48.0,2.2,2.2,0.0,0.5,1.6,1.0,0.6,0.8,draw
3.2,3.5,2.0,141.0,37.0,59.0,42.0,39.0,43.0,165.0,44.0,65.0,44.0,46.0,54.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
2.1,3.0,4.0,185.0,45.0,65.0,65.0,55.0,65.0,170.0,55.0,50.0,50.0,55.0,65.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.57,3.8,5.75,130.0,35.0,34.0,55.0,49.0,47.0,203.0,46.0,69.0,50.0,66.0,68.0,4.0,2.0,2.0,1.0,2.0,4.0,-2.0,0.0,home
2.0,3.3,3.8,210.0,65.0,70.0,70.0,70.0,70.0,155.0,67.0,55.0,62.0,37.0,63.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.15,3.0,3.75,162.0,51.0,52.0,49.0,47.0,63.0,143.0,57.0,51.0,61.0,43.0,49.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
3.0,3.0,2.5,133.0,56.0,33.0,68.0,37.0,63.0,145.0,45.0,65.0,50.0,35.0,45.0,1.0,4.0,-3.0,0.0,4.0,1.0,3.0,1.0,away
2.2,3.0,3.6,142.0,55.0,49.0,52.0,47.0,46.0,140.0,55.0,50.0,60.0,30.0,60.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.05,3.1,4.0,168.0,57.0,68.0,67.0,47.0,53.0,165.0,42.0,56.0,63.0,43.0,66.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.25,3.3,3.3,140.0,35.0,45.0,40.0,45.0,50.0,160.0,70.0,70.0,45.0,35.0,55.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.1,3.25,3.75,169.0,50.0,59.0,42.0,50.0,60.0,170.0,70.0,70.0,50.0,30.0,70.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
5.25,3.5,1.62,138.0,39.0,52.0,52.0,36.0,50.0,110.0,30.0,50.0,65.0,30.0,30.0,3.0,4.0,-1.0,0.0,4.0,3.0,1.0,1.0,away
1.7,3.6,5.25,119.0,38.0,38.0,55.0,51.0,30.0,170.0,41.0,53.0,53.0,59.0,58.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
2.25,2.9,3.6,147.0,51.0,51.0,56.0,47.0,49.0,145.0,60.0,30.0,40.0,70.0,45.0,3.0,1.0,2.0,1.0,1.0,3.0,-2.0,0.0,home
7.0,3.8,1.5,123.0,48.0,38.0,40.0,37.0,48.0,115.0,52.0,34.0,72.0,39.0,42.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.44,3.8,9.0,144.0,45.0,50.0,60.0,45.0,49.0,125.0,50.0,30.0,49.0,40.0,55.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
2.5,3.3,2.75,160.0,30.0,45.0,55.0,55.0,60.0,160.0,54.0,60.0,48.0,46.0,54.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.2,3.3,3.25,141.0,46.0,53.0,49.0,34.0,54.0,158.0,60.0,55.0,52.0,48.0,55.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.75,3.25,5.25,124.0,34.0,37.0,37.0,35.0,52.0,155.0,45.0,35.0,65.0,55.0,65.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.3,3.25,3.2,124.0,38.0,38.0,54.0,38.0,48.0,119.0,70.0,31.0,50.0,30.0,58.0,0.2,1.2,-1.0,0.0,2.8,1.0,1.8,1.0,away
2.25,3.3,3.3,124.0,38.0,38.0,54.0,38.0,48.0,138.0,48.0,42.0,54.0,39.0,57.0,1.4,0.4,1.0,1.0,0.4,0.8,-0.4,0.3,home
1.5,4.0,7.0,170.0,50.0,50.0,50.0,50.0,70.0,155.0,55.0,55.0,55.0,45.0,55.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
1.29,5.0,11.0,117.0,50.0,37.0,51.0,40.0,40.0,154.0,47.0,47.0,53.0,57.0,50.0,2.4,1.8,0.6,0.4,0.0,1.8,-1.8,0.0,home
2.0,3.4,3.75,163.0,53.0,59.0,64.0,52.0,52.0,143.0,40.0,45.0,55.0,40.0,58.0,1.0,1.0,0.0,0.5,1.0,0.2,0.8,0.9,draw
1.57,3.75,6.0,153.0,38.0,63.0,63.0,50.0,40.0,193.0,48.0,71.0,52.0,58.0,64.0,0.2,0.8,-0.6,0.2,1.0,0.2,0.8,0.9,away
3.25,3.25,2.2,115.0,30.0,55.0,60.0,30.0,30.0,157.0,60.0,42.0,55.0,60.0,55.0,0.4,0.8,-0.4,0.2,1.0,0.0,1.0,1.0,away
3.0,3.3,2.38,125.0,55.0,45.0,50.0,45.0,35.0,145.0,47.0,38.0,24.0,48.0,59.0,1.2,0.6,0.6,0.8,3.0,1.2,1.8,0.4,home
2.6,3.4,2.6,115.0,52.0,36.0,64.0,47.0,32.0,113.0,35.0,34.0,48.0,45.0,34.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,0.5,home
3.2,3.3,2.1,149.0,48.0,48.0,46.0,43.0,58.0,170.0,62.0,53.0,55.0,50.0,67.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.38,3.2,3.0,174.0,41.0,53.0,53.0,59.0,62.0,195.0,50.0,70.0,70.0,70.0,55.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
1.44,4.2,7.5,155.0,53.0,51.0,39.0,64.0,40.0,128.0,54.0,48.0,32.0,33.0,47.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
3.5,3.2,2.15,147.0,51.0,51.0,56.0,47.0,49.0,190.0,70.0,70.0,70.0,65.0,55.0,1.0,3.0,-2.0,0.0,3.0,1.0,2.0,1.0,away
1.62,3.6,6.0,127.0,63.0,37.0,54.0,66.0,24.0,173.0,48.0,58.0,79.0,58.0,57.0,4.4,1.0,3.4,1.0,0.6,4.0,-3.4,0.0,home
2.1,3.3,3.5,195.0,50.0,70.0,70.0,70.0,55.0,142.0,45.0,58.0,52.0,49.0,35.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.75,3.3,2.5,149.0,52.0,42.0,62.0,45.0,62.0,180.0,60.0,70.0,55.0,65.0,45.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.25,2.9,3.6,140.0,45.0,50.0,55.0,40.0,50.0,100.0,55.0,30.0,60.0,35.0,35.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
3.2,3.3,2.25,117.0,44.0,39.0,38.0,42.0,36.0,151.0,52.0,34.0,46.0,51.0,66.0,1.8,2.8,-1.0,0.0,2.8,1.6,1.2,1.0,away
2.75,3.3,2.5,139.0,40.0,52.0,40.0,37.0,50.0,131.0,48.0,36.0,55.0,47.0,48.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
6.0,3.6,1.62,156.0,44.0,56.0,46.0,44.0,56.0,152.0,46.0,52.0,51.0,46.0,54.0,1.0,3.0,-2.0,0.0,3.0,1.0,2.0,1.0,away
2.1,3.3,3.5,162.0,50.0,62.0,41.0,48.0,52.0,205.0,40.0,70.0,70.0,65.0,70.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.25,5.5,12.0,165.0,60.0,71.0,73.0,49.0,45.0,148.0,46.0,54.0,57.0,50.0,44.0,2.8,2.6,0.2,0.6,2.2,2.4,-0.2,0.4,home
8.5,5.0,1.33,151.0,58.0,53.0,53.0,60.0,38.0,131.0,48.0,38.0,60.0,48.0,45.0,1.0,1.6,-0.6,0.2,2.4,0.2,2.2,0.8,home
2.4,3.3,2.88,136.0,43.0,47.0,63.0,52.0,37.0,143.0,58.0,55.0,44.0,50.0,38.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
1.73,3.4,4.5,149.0,37.0,54.0,52.0,37.0,58.0,160.0,45.0,65.0,50.0,45.0,50.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.5,3.25,2.8,145.0,65.0,40.0,70.0,45.0,60.0,142.0,45.0,58.0,52.0,49.0,35.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.5,3.25,3.0,153.0,51.0,40.0,56.0,49.0,64.0,139.0,44.0,52.0,61.0,43.0,44.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
1.73,3.4,5.0,172.0,45.0,67.0,56.0,47.0,58.0,130.0,46.0,38.0,49.0,45.0,47.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.4,3.1,3.1,160.0,45.0,50.0,50.0,45.0,65.0,154.0,51.0,48.0,52.0,48.0,58.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.62,3.6,5.0,141.0,54.0,42.0,34.0,49.0,50.0,149.0,52.0,42.0,62.0,45.0,62.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.4,2.9,3.3,200.0,70.0,60.0,65.0,70.0,70.0,105.0,55.0,35.0,35.0,35.0,35.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.6,3.0,2.88,170.0,55.0,65.0,50.0,45.0,60.0,160.0,59.0,68.0,53.0,58.0,34.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.38,3.2,3.0,174.0,41.0,53.0,53.0,59.0,62.0,135.0,40.0,52.0,40.0,37.0,46.0,3.0,0.0,3.0,1.0,0.0,3.0,-3.0,0.0,home
1.95,2.9,4.5,185.0,45.0,65.0,65.0,55.0,65.0,123.0,47.0,49.0,34.0,26.0,48.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.57,3.6,6.5,142.0,46.0,49.0,51.0,44.0,49.0,143.0,45.0,48.0,53.0,47.0,48.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.17,6.0,10.0,180.0,47.0,53.0,63.0,59.0,68.0,110.0,57.0,38.0,52.0,34.0,38.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
3.6,3.4,2.0,134.0,45.0,47.0,48.0,46.0,41.0,175.0,39.0,51.0,55.0,57.0,67.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
2.25,3.25,3.2,113.0,35.0,34.0,48.0,45.0,34.0,132.0,51.0,42.0,41.0,51.0,39.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.5,draw
1.73,3.4,5.0,155.0,45.0,55.0,56.0,47.0,53.0,134.0,34.0,54.0,67.0,33.0,47.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.0,3.25,3.8,176.0,49.0,59.0,53.0,58.0,59.0,125.0,55.0,40.0,50.0,35.0,50.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
2.38,3.3,2.75,164.0,47.0,52.0,42.0,59.0,53.0,190.0,50.0,70.0,60.0,70.0,50.0,0.0,3.0,-3.0,0.0,3.0,0.0,3.0,1.0,away
1.44,4.33,7.0,210.0,65.0,70.0,70.0,70.0,70.0,115.0,52.0,36.0,64.0,47.0,32.0,5.0,4.0,1.0,1.0,4.0,5.0,-1.0,0.0,home
1.91,3.4,4.2,170.0,34.0,68.0,32.0,30.0,72.0,165.0,48.0,52.0,40.0,62.0,51.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.0,3.4,3.25,141.0,51.0,47.0,50.0,42.0,52.0,145.0,58.0,47.0,32.0,44.0,54.0,0.4,2.4,-2.0,0.0,1.2,0.0,1.2,0.8,away
1.44,4.2,7.5,145.0,47.0,48.0,79.0,46.0,51.0,159.0,52.0,55.0,60.0,49.0,55.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
1.67,3.4,6.0,157.0,51.0,40.0,56.0,49.0,68.0,165.0,58.0,40.0,55.0,50.0,75.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.25,3.25,3.25,156.0,40.0,53.0,60.0,41.0,62.0,170.0,35.0,70.0,50.0,40.0,60.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.4,3.4,2.8,121.0,39.0,32.0,42.0,43.0,46.0,164.0,44.0,65.0,46.0,46.0,53.0,4.0,2.0,2.0,1.0,2.0,4.0,-2.0,0.0,home
6.0,3.75,1.62,110.0,45.0,30.0,45.0,45.0,35.0,165.0,40.0,40.0,65.0,50.0,75.0,0.0,2.0,-2.0,0.0,2.0,0.0,2.0,1.0,away
1.95,3.3,3.5,143.0,52.0,31.0,50.0,45.0,67.0,125.0,45.0,37.0,30.0,46.0,42.0,2.0,0.0,2.0,1.0,0.0,2.0,-2.0,0.0,home
5.75,4.0,1.57,149.0,41.0,55.0,42.0,41.0,53.0,152.0,46.0,52.0,51.0,46.0,54.0,1.0,2.2,-1.2,0.2,1.0,0.4,0.6,0.8,draw
2.4,3.3,2.88,200.0,70.0,70.0,70.0,60.0,70.0,121.0,43.0,37.0,51.0,48.0,36.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
1.22,6.0,13.0,145.0,55.0,65.0,65.0,35.0,45.0,130.0,50.0,35.0,50.0,30.0,65.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.25,3.25,3.25,145.0,31.0,57.0,57.0,33.0,55.0,124.0,38.0,38.0,54.0,38.0,48.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
3.75,3.3,2.0,177.0,58.0,72.0,50.0,64.0,41.0,109.0,38.0,38.0,55.0,51.0,20.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
3.5,3.1,2.2,150.0,45.0,50.0,50.0,35.0,65.0,179.0,47.0,77.0,56.0,49.0,53.0,3.0,1.0,2.0,1.0,1.0,3.0,-2.0,0.0,home
3.0,3.0,2.5,110.0,55.0,30.0,55.0,40.0,40.0,145.0,45.0,65.0,50.0,35.0,45.0,1.4,1.4,0.0,0.33,1.4,1.4,0.0,0.33,away
6.0,3.75,1.62,165.0,70.0,70.0,55.0,35.0,60.0,135.0,54.0,41.0,39.0,64.0,30.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.5,3.4,2.7,164.0,47.0,52.0,34.0,46.0,66.0,143.0,40.0,46.0,44.0,42.0,55.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
2.2,3.0,3.6,142.0,55.0,49.0,52.0,47.0,46.0,160.0,45.0,50.0,50.0,45.0,65.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.29,5.5,11.0,141.0,53.0,49.0,40.0,54.0,38.0,160.0,48.0,54.0,48.0,52.0,54.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
5.75,4.0,1.57,195.0,70.0,65.0,70.0,60.0,70.0,195.0,70.0,65.0,70.0,60.0,70.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.88,3.3,2.4,123.0,53.0,51.0,36.0,34.0,38.0,159.0,40.0,67.0,48.0,38.0,54.0,0.0,1.0,-1.0,0.0,2.0,1.0,1.0,1.0,draw
1.2,6.0,15.0,174.0,50.0,54.0,60.0,50.0,70.0,176.0,48.0,73.0,71.0,55.0,48.0,4.0,0.0,4.0,1.0,0.0,4.0,-4.0,0.0,home
1.7,3.6,4.75,205.0,70.0,70.0,55.0,65.0,70.0,162.0,50.0,62.0,41.0,48.0,52.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.25,3.25,3.2,210.0,45.0,70.0,70.0,70.0,70.0,132.0,51.0,42.0,41.0,51.0,39.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.8,3.1,5.25,170.0,55.0,50.0,50.0,55.0,65.0,149.0,45.0,51.0,50.0,34.0,64.0,3.0,2.0,1.0,1.0,2.0,3.0,-1.0,0.0,home
2.3,3.0,3.4,160.0,45.0,65.0,65.0,45.0,50.0,200.0,70.0,60.0,65.0,70.0,70.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.25,3.25,2.88,159.0,45.0,59.0,32.0,48.0,52.0,150.0,48.0,48.0,48.0,42.0,60.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.6,3.25,2.7,194.0,70.0,70.0,66.0,54.0,70.0,167.0,58.0,62.0,52.0,45.0,60.0,2.2,1.8,0.4,0.7,2.2,1.8,0.4,0.7,draw
2.5,3.25,2.8,157.0,47.0,54.0,61.0,45.0,58.0,130.0,65.0,45.0,60.0,30.0,55.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
1.67,3.6,5.25,185.0,48.0,68.0,54.0,59.0,58.0,163.0,46.0,57.0,52.0,43.0,63.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
1.53,3.75,7.0,113.0,67.0,64.0,72.0,23.0,26.0,129.0,30.0,30.0,70.0,35.0,64.0,1.0,1.0,0.0,0.5,3.0,1.0,2.0,1.0,home
3.2,3.4,2.2,164.0,50.0,58.0,41.0,51.0,55.0,166.0,37.0,67.0,54.0,52.0,47.0,2.0,1.0,1.0,1.0,1.0,2.0,-1.0,0.0,home
2.45,3.0,3.1,205.0,60.0,65.0,65.0,70.0,70.0,132.0,44.0,48.0,52.0,35.0,49.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.4,3.0,3.2,95.0,55.0,35.0,35.0,30.0,30.0,159.0,44.0,49.0,64.0,46.0,64.0,0.0,0.4,-0.4,0.3,1.2,0.0,1.2,0.7,draw
1.95,2.9,4.5,159.0,44.0,49.0,64.0,46.0,64.0,153.0,47.0,49.0,34.0,56.0,48.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
3.8,3.4,1.95,153.0,65.0,47.0,52.0,60.0,46.0,160.0,40.0,53.0,28.0,40.0,67.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
5.5,3.75,1.62,193.0,51.0,67.0,65.0,58.0,68.0,118.0,51.0,43.0,58.0,51.0,24.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.29,5.5,11.0,137.0,41.0,49.0,56.0,42.0,46.0,146.0,39.0,47.0,46.0,41.0,58.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
2.4,3.4,2.8,95.0,30.0,35.0,60.0,30.0,30.0,160.0,44.0,48.0,39.0,45.0,67.0,4.0,2.0,2.0,1.0,2.0,4.0,-2.0,0.0,home
2.1,3.1,3.4,185.0,55.0,65.0,49.0,55.0,65.0,125.0,60.0,55.0,60.0,40.0,30.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
2.75,2.9,2.8,138.0,49.0,54.0,52.0,37.0,47.0,140.0,30.0,30.0,65.0,50.0,60.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
1.85,3.5,4.33,194.0,70.0,70.0,66.0,54.0,70.0,121.0,50.0,38.0,40.0,35.0,48.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,draw
2.3,3.1,3.25,124.0,33.0,49.0,51.0,37.0,38.0,190.0,70.0,70.0,70.0,65.0,55.0,1.0,1.2,-0.2,0.4,1.2,1.0,0.2,0.6,draw
2.05,3.4,3.6,118.0,51.0,43.0,58.0,51.0,24.0,169.0,37.0,70.0,54.0,52.0,47.0,4.0,4.0,0.0,0.5,4.0,4.0,0.0,0.5,draw
2.05,3.25,3.75,140.0,52.0,55.0,54.0,47.0,38.0,160.0,55.0,70.0,65.0,45.0,45.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
6.5,3.6,1.57,125.0,50.0,30.0,49.0,40.0,55.0,165.0,50.0,50.0,50.0,50.0,65.0,1.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,away
2.4,2.88,3.3,154.0,51.0,48.0,52.0,48.0,58.0,160.0,70.0,40.0,55.0,70.0,50.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
2.7,3.25,2.6,140.0,53.0,57.0,40.0,37.0,46.0,160.0,70.0,70.0,70.0,60.0,30.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.62,3.6,6.0,160.0,70.0,70.0,70.0,60.0,30.0,195.0,50.0,70.0,70.0,70.0,55.0,1.6,0.0,1.6,0.9,0.2,1.8,-1.6,0.1,home
2.7,3.0,2.8,190.0,70.0,70.0,60.0,70.0,50.0,190.0,70.0,70.0,70.0,65.0,55.0,4.0,4.0,0.0,0.5,4.0,4.0,0.0,0.5,draw
1.4,4.5,8.0,141.0,44.0,48.0,42.0,46.0,47.0,158.0,62.0,48.0,59.0,60.0,50.0,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.5,draw
2.75,3.3,2.5,145.0,66.0,40.0,45.0,36.0,69.0,142.0,44.0,48.0,62.0,43.0,51.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,draw
1.83,3.4,4.75,175.0,37.0,68.0,29.0,30.0,77.0,160.0,70.0,70.0,45.0,35.0,55.0,1.0,3.0,-2.0,0.0,3.0,1.0,2.0,1.0,away
1.57,3.5,7.0,160.0,46.0,62.0,60.0,49.0,49.0,145.0,43.0,52.0,49.0,47.0,46.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,home
1.36,4.75,8.5,152.0,49.0,53.0,38.0,38.0,61.0,130.0,37.0,41.0,50.0,47.0,42.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,away
1.85,3.1,5.0,144.0,46.0,52.0,67.0,43.0,49.0,137.0,52.0,52.0,57.0,36.0,49.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,draw
6.0,3.7,1.62,184.0,44.0,64.0,48.0,54.0,66.0,147.0,41.0,41.0,68.0,39.0,67.0,0.0,5.0,-5.0,0.0,5.0,0.0,5.0,1.0,away
1.91,3.4,4.0,153.0,44.0,56.0,48.0,47.0,50.0,210.0,60.0,70.0,70.0,70.0,70.0,0.6,1.8,-1.2,0.2,2.0,0.6,1.4,0.8,away
